age,job,salary,marital,education,targeted,balance,housing,contact,default
28,self-employed,60000,married,secondary,yes,-522,yes,cellular,no
40,blue-collar,20000,married,primary,yes,592,yes,cellular,no
29,blue-collar,20000,single,secondary,yes,1472,no,cellular,no
57,services,70000,married,secondary,yes,668,yes,telephone,no
47,admin.,50000,married,secondary,yes,-121,yes,cellular,no
36,blue-collar,20000,married,secondary,yes,-173,yes,cellular,no
49,admin.,50000,single,secondary,yes,1150,yes,cellular,no
24,blue-collar,20000,single,secondary,yes,5482,yes,cellular,no
37,management,100000,single,tertiary,no,10269,yes,cellular,no
32,technician,60000,single,secondary,yes,-472,yes,cellular,no
40,management,100000,married,tertiary,yes,198,yes,cellular,no
26,admin.,50000,single,secondary,yes,483,yes,cellular,no
33,self-employed,60000,married,secondary,yes,711,yes,cellular,no
22,services,70000,single,secondary,yes,236,yes,cellular,no
32,blue-collar,20000,single,secondary,yes,135,yes,cellular,no
37,admin.,50000,single,secondary,yes,176,yes,cellular,no
24,blue-collar,20000,single,secondary,yes,1421,yes,cellular,no
33,management,100000,single,secondary,yes,2955,yes,cellular,no
26,blue-collar,20000,single,secondary,yes,23,yes,cellular,no
28,blue-collar,20000,single,primary,yes,426,yes,cellular,no
24,student,4000,single,secondary,yes,508,yes,telephone,no
46,services,70000,married,primary,yes,116,yes,cellular,no
32,technician,60000,single,unknown,no,-301,yes,cellular,no
32,self-employed,60000,single,secondary,yes,518,yes,cellular,no
33,technician,60000,single,secondary,yes,-363,yes,cellular,no
48,blue-collar,20000,divorced,secondary,yes,-314,yes,cellular,no
30,admin.,50000,single,secondary,yes,2,yes,telephone,no
30,blue-collar,20000,single,secondary,yes,1837,yes,cellular,no
35,technician,60000,single,secondary,yes,-196,yes,cellular,no
35,technician,60000,single,secondary,yes,225,yes,cellular,no
38,technician,60000,single,secondary,yes,-242,yes,cellular,no
29,blue-collar,20000,married,primary,yes,79,yes,cellular,no
38,management,100000,divorced,tertiary,no,-199,yes,cellular,no
23,services,70000,single,secondary,yes,1393,yes,cellular,no
27,technician,60000,single,secondary,yes,292,yes,telephone,no
36,blue-collar,20000,married,primary,yes,1548,yes,cellular,no
25,services,70000,married,secondary,yes,121,yes,cellular,no
24,services,70000,single,secondary,yes,-1414,yes,cellular,yes
31,blue-collar,20000,single,secondary,yes,1124,yes,cellular,no
37,blue-collar,20000,married,unknown,no,-118,yes,cellular,no
29,management,100000,single,tertiary,no,722,yes,telephone,no
35,services,70000,single,secondary,yes,719,yes,cellular,no
43,services,70000,married,tertiary,yes,519,yes,cellular,no
31,blue-collar,20000,single,secondary,yes,707,yes,cellular,no
42,services,70000,married,secondary,yes,1165,yes,cellular,no
38,technician,60000,married,secondary,yes,976,yes,cellular,no
26,admin.,50000,single,secondary,yes,236,yes,cellular,no
27,student,4000,single,secondary,yes,568,yes,cellular,no
28,admin.,50000,single,secondary,yes,0,yes,cellular,no
38,services,70000,divorced,secondary,yes,710,yes,cellular,no
29,unemployed,8000,single,tertiary,no,497,yes,cellular,no
20,blue-collar,20000,single,secondary,yes,76,yes,cellular,no
28,blue-collar,20000,married,secondary,yes,1113,yes,cellular,no
46,management,100000,single,tertiary,no,6651,no,cellular,no
42,blue-collar,20000,married,secondary,yes,366,yes,cellular,no
45,admin.,50000,divorced,secondary,yes,397,yes,cellular,no
31,services,70000,single,secondary,yes,2252,no,cellular,no
37,management,100000,married,tertiary,yes,3723,no,cellular,no
58,management,100000,divorced,tertiary,no,4256,no,cellular,no
32,technician,60000,single,tertiary,no,1625,no,cellular,no
27,student,4000,single,secondary,yes,1925,no,cellular,no
59,admin.,50000,married,secondary,yes,106,no,cellular,no
45,blue-collar,20000,married,secondary,yes,603,no,cellular,no
31,management,100000,single,tertiary,no,12607,no,cellular,no
45,admin.,50000,married,secondary,yes,6971,no,cellular,no
24,management,100000,single,tertiary,no,3197,no,cellular,no
33,management,100000,married,tertiary,yes,81,yes,cellular,no
27,management,100000,single,tertiary,no,377,no,cellular,no
39,management,100000,married,secondary,yes,18,yes,cellular,no
38,self-employed,60000,married,secondary,yes,8094,no,cellular,no
30,management,100000,married,tertiary,yes,877,no,cellular,no
54,technician,60000,married,tertiary,yes,1188,yes,cellular,no
36,technician,60000,single,secondary,yes,54,no,cellular,no
55,management,100000,married,unknown,no,1504,yes,cellular,no
39,technician,60000,married,secondary,yes,2266,no,cellular,no
43,unemployed,8000,single,unknown,no,3274,yes,cellular,no
36,management,100000,single,tertiary,no,490,no,cellular,no
29,management,100000,single,tertiary,no,265,no,cellular,no
37,admin.,50000,married,secondary,yes,1314,yes,cellular,no
49,unemployed,8000,married,tertiary,yes,377,no,cellular,no
37,services,70000,married,secondary,yes,1543,yes,cellular,no
59,management,100000,married,tertiary,yes,2239,no,cellular,no
47,technician,60000,married,secondary,yes,3519,no,telephone,no
51,management,100000,married,tertiary,yes,0,yes,cellular,no
36,blue-collar,20000,single,secondary,yes,507,yes,cellular,no
27,technician,60000,divorced,secondary,yes,1977,yes,cellular,no
34,admin.,50000,married,tertiary,yes,10,no,cellular,no
59,management,100000,divorced,tertiary,no,0,no,cellular,yes
31,services,70000,single,secondary,yes,658,no,cellular,no
28,student,4000,single,secondary,yes,5916,no,cellular,no
39,management,100000,single,tertiary,no,0,yes,cellular,no
58,retired,55000,divorced,primary,yes,720,no,telephone,no
59,services,70000,single,secondary,yes,0,no,cellular,no
58,retired,55000,divorced,primary,yes,1194,yes,cellular,no
60,blue-collar,20000,married,secondary,yes,576,no,cellular,no
33,student,4000,single,unknown,no,86,no,cellular,no
43,services,70000,married,secondary,yes,2145,no,cellular,no
39,technician,60000,married,secondary,yes,116,no,cellular,no
39,management,100000,married,tertiary,yes,622,no,cellular,no
54,management,100000,married,tertiary,yes,511,no,cellular,no
45,management,100000,single,tertiary,no,311,yes,cellular,no
36,management,100000,married,tertiary,yes,332,yes,cellular,no
26,student,4000,single,secondary,yes,620,no,cellular,no
35,management,100000,married,tertiary,yes,0,no,cellular,no
44,technician,60000,married,secondary,yes,2981,yes,cellular,no
39,management,100000,single,tertiary,no,307,no,cellular,no
43,management,100000,divorced,unknown,no,7702,no,cellular,no
27,student,4000,single,tertiary,no,3733,yes,cellular,no
46,services,70000,married,secondary,yes,1381,yes,cellular,no
32,services,70000,single,secondary,yes,3993,no,cellular,no
46,admin.,50000,single,secondary,yes,533,no,cellular,no
29,management,100000,single,tertiary,no,428,no,cellular,no
32,management,100000,single,tertiary,no,23,no,cellular,no
36,unemployed,8000,single,tertiary,no,953,yes,cellular,no
42,management,100000,married,primary,yes,5310,yes,cellular,no
28,technician,60000,single,secondary,yes,1532,no,cellular,no
53,blue-collar,20000,married,unknown,no,2509,no,telephone,no
57,technician,60000,married,secondary,yes,573,yes,cellular,no
30,entrepreneur,120000,single,tertiary,no,999,no,cellular,no
36,management,100000,married,tertiary,yes,255,no,cellular,no
26,technician,60000,married,tertiary,yes,2026,no,cellular,no
40,admin.,50000,married,tertiary,yes,1,yes,telephone,no
38,management,100000,single,tertiary,no,4841,no,cellular,no
27,management,100000,single,tertiary,no,616,yes,cellular,no
39,unemployed,8000,single,secondary,yes,2208,no,telephone,no
29,management,100000,single,tertiary,no,7578,no,cellular,no
21,student,4000,single,primary,yes,1596,no,cellular,no
31,admin.,50000,single,secondary,yes,554,yes,cellular,no
35,admin.,50000,single,secondary,yes,1810,yes,cellular,no
43,admin.,50000,single,secondary,yes,733,yes,cellular,no
39,technician,60000,divorced,secondary,yes,385,no,cellular,no
54,blue-collar,20000,married,primary,yes,258,no,telephone,no
29,admin.,50000,single,secondary,yes,265,yes,cellular,no
32,technician,60000,single,secondary,yes,2979,no,cellular,no
38,housemaid,16000,married,secondary,yes,110,no,cellular,no
42,technician,60000,married,secondary,yes,994,yes,cellular,no
37,technician,60000,married,tertiary,yes,732,no,cellular,no
47,technician,60000,married,secondary,yes,0,yes,cellular,no
32,technician,60000,married,tertiary,yes,8023,no,cellular,no
27,student,4000,single,tertiary,no,118,no,cellular,no
32,admin.,50000,married,secondary,yes,31,no,cellular,no
33,technician,60000,single,secondary,yes,2583,no,cellular,no
28,self-employed,60000,single,tertiary,no,2503,no,cellular,no
49,technician,60000,married,tertiary,yes,1843,yes,cellular,no
29,technician,60000,single,secondary,yes,594,no,cellular,no
60,retired,55000,divorced,tertiary,no,439,no,cellular,no
29,technician,60000,single,secondary,yes,590,no,cellular,no
35,technician,60000,single,secondary,yes,204,yes,cellular,no
26,blue-collar,20000,single,tertiary,no,567,no,cellular,no
26,student,4000,single,unknown,no,689,no,cellular,no
28,unemployed,8000,married,tertiary,yes,482,no,cellular,no
34,technician,60000,single,tertiary,no,612,no,cellular,no
35,admin.,50000,married,secondary,yes,514,yes,cellular,no
54,technician,60000,married,secondary,yes,1299,yes,cellular,no
26,student,4000,single,tertiary,no,5169,yes,cellular,no
26,student,4000,single,tertiary,no,5741,no,cellular,no
20,student,4000,single,secondary,yes,162,no,cellular,no
36,services,70000,married,tertiary,yes,562,no,cellular,no
35,management,100000,single,tertiary,no,2988,yes,cellular,no
34,housemaid,16000,married,tertiary,yes,11219,no,cellular,no
35,management,100000,single,tertiary,no,2486,yes,cellular,no
36,management,100000,single,tertiary,no,1379,no,cellular,no
33,admin.,50000,divorced,tertiary,no,777,no,cellular,no
33,services,70000,married,tertiary,yes,570,no,cellular,no
28,technician,60000,single,tertiary,no,386,no,cellular,no
28,technician,60000,single,tertiary,no,0,yes,cellular,no
30,admin.,50000,married,tertiary,yes,501,yes,cellular,no
49,technician,60000,divorced,secondary,yes,972,no,cellular,no
28,management,100000,single,tertiary,no,957,no,cellular,no
44,services,70000,married,secondary,yes,27,no,cellular,no
56,retired,55000,married,tertiary,yes,281,no,cellular,no
37,admin.,50000,married,secondary,yes,0,yes,cellular,no
30,technician,60000,single,secondary,yes,156,yes,cellular,no
50,services,70000,divorced,secondary,yes,641,no,cellular,no
40,technician,60000,married,secondary,yes,312,no,cellular,no
37,entrepreneur,120000,married,primary,yes,0,no,cellular,no
34,admin.,50000,married,secondary,yes,75,yes,cellular,no
24,blue-collar,20000,single,secondary,yes,167,no,cellular,no
34,management,100000,married,secondary,yes,724,yes,cellular,no
31,admin.,50000,single,tertiary,no,117,yes,cellular,no
38,management,100000,married,tertiary,yes,93,yes,cellular,no
30,blue-collar,20000,single,secondary,yes,411,no,cellular,no
56,retired,55000,divorced,tertiary,no,13094,no,cellular,no
34,management,100000,single,tertiary,no,5086,no,cellular,no
55,retired,55000,married,secondary,yes,393,no,cellular,no
30,admin.,50000,married,secondary,yes,1165,no,cellular,no
45,technician,60000,married,secondary,yes,5749,no,telephone,no
28,student,4000,married,tertiary,yes,803,yes,cellular,no
31,admin.,50000,single,secondary,yes,8626,no,cellular,no
46,unknown,0,married,primary,yes,0,no,telephone,no
28,admin.,50000,single,secondary,yes,707,yes,cellular,no
37,management,100000,married,tertiary,yes,900,yes,cellular,no
39,management,100000,married,tertiary,yes,246,yes,cellular,no
34,management,100000,single,tertiary,no,747,no,cellular,no
38,admin.,50000,married,secondary,yes,755,yes,cellular,no
36,admin.,50000,married,secondary,yes,1054,yes,cellular,no
37,self-employed,60000,married,tertiary,yes,2211,yes,cellular,no
37,services,70000,married,secondary,yes,466,yes,cellular,no
32,services,70000,single,secondary,yes,152,yes,cellular,no
33,management,100000,married,secondary,yes,369,no,cellular,no
43,technician,60000,divorced,secondary,yes,1612,no,cellular,no
28,management,100000,married,secondary,yes,466,yes,cellular,no
36,technician,60000,married,tertiary,yes,911,yes,cellular,no
55,management,100000,married,tertiary,yes,496,no,cellular,no
31,technician,60000,single,secondary,yes,863,yes,cellular,no
33,blue-collar,20000,single,secondary,yes,4464,yes,cellular,no
29,admin.,50000,married,tertiary,yes,238,no,cellular,no
54,unemployed,8000,married,secondary,yes,1561,no,cellular,no
39,services,70000,married,secondary,yes,1179,no,cellular,no
35,technician,60000,single,secondary,yes,27,yes,cellular,no
29,technician,60000,single,secondary,yes,6,no,cellular,no
32,technician,60000,single,tertiary,no,654,yes,cellular,no
34,management,100000,married,tertiary,yes,333,no,cellular,no
37,unemployed,8000,married,tertiary,yes,7620,no,telephone,no
27,student,4000,single,secondary,yes,253,no,cellular,no
32,technician,60000,single,tertiary,no,705,yes,cellular,no
27,technician,60000,single,tertiary,no,11862,no,telephone,no
33,technician,60000,single,tertiary,no,109,yes,cellular,no
40,blue-collar,20000,married,primary,yes,-310,yes,cellular,no
48,management,100000,single,tertiary,no,5689,no,cellular,no
60,management,100000,married,tertiary,yes,205,no,cellular,no
37,services,70000,married,secondary,yes,2915,no,cellular,no
32,management,100000,married,tertiary,yes,937,no,cellular,no
24,self-employed,60000,single,unknown,no,1179,no,cellular,no
40,management,100000,married,secondary,yes,363,yes,cellular,no
24,student,4000,single,secondary,yes,23878,no,cellular,no
35,blue-collar,20000,single,secondary,yes,142,yes,cellular,no
42,technician,60000,married,secondary,yes,1066,no,cellular,no
34,management,100000,single,tertiary,no,699,no,cellular,no
55,management,100000,married,tertiary,yes,42,no,cellular,no
30,technician,60000,married,tertiary,yes,1570,yes,cellular,no
32,technician,60000,single,tertiary,no,2340,no,cellular,no
30,management,100000,single,tertiary,no,320,no,cellular,no
52,unemployed,8000,married,secondary,yes,5091,no,cellular,no
56,entrepreneur,120000,married,secondary,yes,339,yes,cellular,no
30,technician,60000,single,tertiary,no,411,no,cellular,no
32,services,70000,single,secondary,yes,995,yes,cellular,no
58,technician,60000,married,secondary,yes,3399,no,cellular,no
44,management,100000,married,tertiary,yes,2365,no,cellular,no
43,management,100000,married,tertiary,yes,79,no,cellular,no
26,student,4000,single,secondary,yes,8015,no,cellular,no
25,student,4000,single,secondary,yes,715,no,cellular,no
26,management,100000,married,tertiary,yes,243,no,cellular,no
36,management,100000,married,tertiary,yes,753,no,cellular,no
31,technician,60000,single,secondary,yes,138,no,cellular,no
40,unemployed,8000,married,secondary,yes,1289,no,cellular,no
29,unknown,0,single,secondary,yes,923,no,cellular,no
30,technician,60000,single,secondary,yes,707,no,cellular,no
27,technician,60000,single,secondary,yes,405,no,cellular,no
31,management,100000,single,tertiary,no,816,yes,cellular,no
33,technician,60000,single,secondary,yes,4792,no,cellular,no
25,management,100000,single,tertiary,no,1602,yes,cellular,no
37,admin.,50000,married,secondary,yes,11303,no,cellular,no
30,management,100000,single,tertiary,no,938,no,cellular,no
47,unknown,0,married,unknown,no,8,no,telephone,no
25,management,100000,single,tertiary,no,1317,no,cellular,no
51,entrepreneur,120000,married,primary,yes,1443,no,cellular,no
34,management,100000,married,tertiary,yes,47,no,cellular,no
45,unemployed,8000,married,secondary,yes,1040,no,telephone,no
33,management,100000,married,tertiary,yes,1778,no,cellular,no
54,unknown,0,married,secondary,yes,1157,no,cellular,no
